giorno;mese;progessivo;santo
07;02;3;san Mosè, vescovo dei Saraceni
07;02;4;santa Giuliana, vedova
07;02;5;san Lorenzo, vescovo di Siponto
07;02;6;san Riccardo, pellegrino
07;02;7;san Luca, il giovane, eremita
07;02;8;beato Rizzerio da Muccia, tra i primi e discepoli di san Francesco
07;02;9;beato Antonio da Stroncone, francescano
07;02;10;beato Tommaso Sherwood, martire
07;02;11;beati Guglielmo Salès e Guglielmo Saultemouche, gesuiti, martiri
07;02;12;sant'Egidio Maria di San Giuseppe, religioso francescano
07;02;13;san Giovanni da Triora, sacerdote francescano e martire
07;02;14;beata Maria della Provvidenza Smet, vergine, fondatrice delle Ausiliatrici delle Anime del Purgatorio
07;02;15;beato Pio IX, papa
07;02;16;beata Anna Katharina Emmerick, vergine, canonichessa regolare di Sant'Agostino
07;02;17;beata Anna Maria Adorni, vedova, fondatrice delle Ancelle dell'Immacolata
07;02;18;beati Anselmo Polanco, vescovo di Teruel, e Filippo Ripoll, sacerdote, martiri
07;02;19;beato Adalberto Nierychlewski, sacerdote micaelita e martire ad Auschwitz
07;02;20;beato Pietro Verhun, sacerdote e martire in Siberia.
08;02;1;san Girolamo Emiliani, fondatore dei Chierici Regolari di Somasca
08;02;2;santa Giuseppina Bakhita, vergine della congregazione delle Figlie della Carità
08;02;3;santa Cointa, martire
08;02;4;san Invenzio, vescovo di Pavia
08;02;5;santi martiri costantinopolitani
08;02;6;san Giacuto, abate
08;02;7;sant'Onorato, vescovo di Milano
08;02;8;san Nicezio, vescovo di Besançon
08;02;9;san Paolo, vescovo di Verdun
08;02;10;beato Pietro, detto Igneo, monaco
08;02;11;santo Stefano, abate, fondatore dell'abbazia di Grandmont
08;02;12;beata Giuseppina Bonino, fondatrice delle Suore della Sacra Famiglia di Savigliano.
09;02;1;sant'Apollonia, vergine e martire
09;02;2;santi martiri di Alessandria d'Egitto
09;02;3;santi Primo e Donato, diaconi e martiri
09;02;4;san Marone, eremita
09;02;5;san Teliavo, vescovo e abate di Llandaff
09;02;6;san Sabino, vescovo di Canosa
09;02;7;sant'Ansberto, abate di Fontenelle e poi vescovo di Rouen
09;02;8;sant'Altone, fondatore e abate del monastero di Altomünster
09;02;9;san Rinaldo, monaco camaldolese di Fonte Avellana e vescovo di Nocera Umbra
09;02;10;san Michele Febres Cordero, lasalliano.
10;02;1;santa Scolastica, vergine
10;02;2;santi Caralampo, Porfirio, Dauto e tre compagne, martiri
10;02;3;santi Zotico e Amanzio, martiri
10;02;4;san Silvano, vescovo di Terracina
10;02;5;san Troiano, vescovo di Saintes
10;02;6;san Protadio, vescovo di Besançon
10;02;7;santa Austreberta, vergine, badessa di Pavilly
10;02;8;san Guglielmo, eremita a Malavalle
10;02;9;beato Ugo, abate di Saint-Maur-des-Fossés e Prémontré
10;02;10;beata Chiara, vedova
10;02;11;beati Pietro Frémond e cinque compagni martiri
10;02;12;beata Eusebia Palomino Yenes, vergine delle Figlie di Maria Ausiliatrice
10;02;13;beato Luigi Stepinac, arcivescovo di Zagabria.
11;02;1;La Beata Maria Vergine di Lourdes
11;02;2;santa Sotere, vergine e martire
11;02;3;santi martiri di Numidia
11;02;4;san Castrense, martire
11;02;5;san Secondino, vescovo di Eca
11;02;6;san Severino, abate di Agauno
11;02;7;san Gregorio II, papa
11;02;8;san Pasquale I, papa
11;02;9;sant'Ardano, abate del monastero di Tournus
11;02;10;san Pietro Maldonado, sacerdote e martire in Messico
11;02;11;beato Tobia Borras Romeu, religioso dei fatebenefratelli e martire.
12;02;1;santi martiri di Abitina
12;02;2;sant'Eulalia, vergine e martire di Barcellona
12;02;3;san Melezio, vescovo di Sebastea, poi di Berea e poi patriarca di Antiochia
12;02;4;san Benedetto, abate di Aniane
12;02;5;sant'Antonio, detto Cauleas, vescovo di Costantinopoli
12;02;6;beata Ombelina, priora di Jully-les-Nonnains
12;02;7;san Ludano, pellegrino
12;02;8;beati Tommaso Hemerford, Giacomo Fenn, Giovanni Nutter, Giovanni Munden e Giorgio Haydock, sacerdoti e martiri d'Inghilterra.
13;02;1;san Martiniano, vescovo di Atene
13;02;2;san Castore d'Aquitania, sacerdote ed eremita
13;02;3;san Benigno, sacerdote e martire
13;02;4;santo Stefano, vescovo di Lione
13;02;5;santo Stefano, abate di Rieti
13;02;6;san Gosberto, vescovo di Osnabrück
13;02;7;san Guimerra, vescovo di Carcassonne
13;02;8;san Fulcrano, vescovo di Lodève
13;02;9;san Gilberto, vescovo di Meaux
13;02;10;beato Giordano di Sassonia, sacerdote domenicano
13;02;11;beata Cristina, vedova, terziaria agostiniana
13;02;12;beata Eustochio, vergine benedettina
13;02;13;san Paolo Liu Hanzuo, sacerdote e martire di Cina
13;02;14;san Paolo Lê V?n L?c, sacerdote e martire.
14;02;1;santi Cirillo e Metodio, apostoli degli slavi
14;02;2;san Valentino, martire
14;02;3;san Vitale, martire
14;02;4;san Zenone, martire
14;02;5;santi Bassiano, Tonione, Proto, Lucio, Cirione, Agatone, Mosè, Dionigi e Ammonio, martiri
14;02;6;sant'Eleucadio, vescovo di Ravenna
14;02;7;sant'Aussenzio, sacerdote e archimandrita
14;02;8;san Nostriano, vescovo di Napoli
14;02;9;sant'Antonino, abate
14;02;10;san Giovanni Battista della Concezione, sacerdote, riformatore dell'Ordine della Santissima Trinità
14;02;11;beato Vincenzo Vilar David, martire.
15;02;1;sant'Onesimo
15;02;2;santi Faustino e Giovita, martiri
15;02;3;santi Isicio, Giuseppe, Zosimo, Baralo e Agape, martiri
15;02;4;santa Giorgia, vergine
15;02;5;san Quinidio, vescovo di Vaison
15;02;6;san Severo, sacerdote
15;02;7;san Decoroso, vescovo di Capua
15;02;8;san Valfrido, abate
15;02;9;san Sigfrido, vescovo di Växjö, apostolo di Svezia
15;02;10;beato Angelo Scarpetti, sacerdote agostiniano
15;02;11;san Claudio la Colombière, sacerdote gesuita
15;02;12;beato Michele Sopo?ko, sacerdote, fondatore delle Suore di Gesù Misericordioso.
16;02;1;santa Giuliana, vergine e martire
16;02;2;santi Elia, Geremia, Isaia, Samuele e Daniele e compagni, martiri
16;02;3;san Maruta, arcivescovo di Martiropoli
16;02;4;beata Filippa Mareri, vergine, fondatrice del monastero delle francescane di Borgo San Pietro
16;02;5;beato Nicola Paglia, sacerdote domenicano
16;02;6;beato Giuseppe Allamano, sacerdote, fondatore dei missionari delle missionarie della Consolata.
17;02;1;sette santi fondatori dei Servi di Maria
17;02;2;san Teodoro, detto Tiro, martire ad Amasea
17;02;3;san Bonoso, vescovo di Treviri
17;02;4;san Mesrop, monaco armeno
17;02;5;san Flaviano, vescovo di Costantinopoli
17;02;6;san Fintano, abate e fondatore del monastero di Cluain Ednech
17;02;7;san Finano, vescovo-abate di Lindisfarne
17;02;8;san Silvino, vescovo di Thérouanne
17;02;9;san Costabile, abate di Cava
17;02;10;sant'Evermodo, premostratense, vescovo di Ratzeburg
17;02;11;beato Luca Belludi, sacerdote francescano
17;02;12;san Pietro Yu Chong-Nyul, martire di Corea
17;02;13;beato Antonio Leszczewicz, sacerdote mariano e martire.
18;02;1;santi Sadoth e centoventotto compagni, martiri persiani
18;02;2;sant'Elladio, vescovo di Toledo
18;02;3;san Tarasio, vescovo di Costantinopoli
18;02;4;sant'Angilberto, abate di Saint-Riquier
18;02;5;san Teotonio, fondatore dei Canonici Regolari della Santa Croce
18;02;6;beato Giovanni da Fiesole, detto Beato Angelico, sacerdote domenicano
18;02;7;beato Guglielmo Harrington, sacerdote e martire
18;02;8;beato Giovanni Pibhush, sacerdote e martire
18;02;9;san Francesco Régis Clet, sacerdote lazzarista e martire
18;02;10;san Giovanni Pietro Neel, sacerdote delle Missioni Estere di Parigi, Martino Wu Xuesheng, catechista, Giovanni Zhang Tianshen, neofita e Giovanni Chen Xianheng martiri
18;02;11;santa Geltrude Comensoli, vergine, fondatrice delle Suore Sacramentine
18;02;12;beato Giorgio Kaszyra, sacerdote mariano e martire.
19;02;1;san Quodvultdeus, vescovo di Cartagine
19;02;2;santi martiri di Palestina
19;02;3;san Mansueto, vescovo di Milano e confessore
19;02;4;san Barbato, vescovo di Milano
19;02;5;san Giorgio, monaco aquitano
19;02;6;san Proclo, monaco
19;02;7;deposizione del beato Bonifacio, già vescovo di Losanna
19;02;8;beato Corrado Confalonieri, eremita del Terz'Ordine francescano
19;02;9;beato Alvaro di Zamora, sacerdote domenicano
19;02;10;beata Elisabetta Picenardi, vergine, servita
19;02;11;santa Lucia Yi Zhenmei, vergine e martire in Cina
19;02;12;beato Giuseppe Zap?ata, religioso dei fratelli del Sacro Cuore di Gesù e martire.
20;02;1;san Serapione, martire
20;02;2;santi cinque martiri di Tiro
20;02;3;san Tirannione, vescovo di Tiro e martire
20;02;4;sant'Eleuterio, confessore, vescovo di Tournai
20;02;5;sant'Eucherio, vescovo di Orléans
20;02;6;san Leone, vescovo di Catania
20;02;7;santa Giacinta Marto, veggente di Fatima
20;02;8;beata Maria Giulia Rodzi?ska, vergine della congregazione delle Suore di San Domenico e martire.
21;02;1;san Pier Damiani, vescovo di Ostia e dottore della Chiesa
21;02;2;sant'Eustazio, vescovo di Antiochia
21;02;3;san Germano, abate
21;02;4;beato Tommaso Pormort, sacerdote e martire
21;02;5;san Roberto Southwell, sacerdote della Compagnia di Gesù e martire
21;02;6;beato Natale Pinot, sacerdote e martire
21;02;7;beata Maria Enrichetta Dominici, superiora delle Suore di Sant'Anna.
22;02;1;festa della Cattedra di San Pietro
22;02;2;san Papia, vescovo di Gerapoli di Frigia
22;02;3;san Pascasio, vescovo di Vienne
22;02;4;san Massimiano, vescovo di Ravenna
22;02;5;natale di san Pier Damiani
22;02;6;beata Isabella, vergine, fondatrice delle minoresse
22;02;7;santa Margherita, penitente del terz'ordine francescano
22;02;8;beato Diego Carvalho, sacerdote gesuita e martire del Giappone
22;02;9;beata Maria di Gesù d'Oultremont, vedova, fondatrice della Società di Maria Riparatrice.
23;02;1;san Policarpo, vescovo di Smirne, martire
23;02;2;san Sireno, monaco e martire
23;02;3;santa Milburge, vergine e badessa
23;02;4;san Villigiso, vescovo di Magonza
23;02;5;san Giovanni, monaco
23;02;6;beata Rafaela Ybarra de Vilallonga, fondatrice delle Suore dei Santi Angeli Custodi
23;02;7;beato Nicola Tabouillot, sacerdote e martire
23;02;8;beata Giuseppina Vannini, vergine, fondatrice delle Figlie di San Camillo
23;02;9;beato Ludovico Mzyk, sacerdote verbita e martire
23;02;10;beato Vincenzo Frelichowski, sacerdote, martire a Dachau.
24;02;1;sant'Evezio, martire
24;02;2;san Pietro Palatino, martire
24;02;3;san Modesto, vescovo di Treviri
24;02;4;sant'Etelberto, re del Kent
24;02;5;beato Costanzo da Fabriano, sacerdote domenicano
24;02;6;beato Marco de' Marconi, religioso girolamino
24;02;7;beata Giuseppa Naval Girbés, vergine
24;02;8;beato Tommaso Maria Fusco, sacerdote, fondatore delle Figlie della Carità del Preziosissimo Sangue.
25;02;1;san Nestore, vescovo di Magido e martire
25;02;2;san Cesario, medico
25;02;3;santa Aldetrude, vergine, badessa di Maubeuge
25;02;4;santa Valburga, vergine, badessa di Heidenheim
25;02;5;san Gerlando, vescovo di Agrigento
25;02;6;beato Roberto d'Arbrissel, sacerdote
25;02;7;beato Avertano, pellegrino e religioso carmelitano
25;02;8;beato Sebastiano dell'Apparizione, francescano
25;02;9;beato Domenico Lentini, sacerdote
25;02;10;beata Maria Adeodata Pisani, vergine benedettina, badessa di San Pietro a Medina
25;02;11;beata Maria Ludovica De Angelis, vergine della congregazione delle Figlie di Nostra Signora della Misericordia
25;02;12;san Lorenzo Bai Xiaoman, martire in Cina
25;02;13;san Turibio Romo, sacerdote e martire messicano
25;02;14;santi Luigi Versiglia, vescovo di Caristo, e Callisto Caravario, sacerdote, missionari salesiani, martiri.
26;02;1;sant'Alessandro, vescovo di Alessandria
26;02;2;san Faustiniano, vescovo di Bologna
26;02;3;san Porfirio, vescovo di Gaza
26;02;4;sant'Agricola, vescovo di Nevers
26;02;5;san Vittore, eremita
26;02;6;sant'Andrea, vescovo di Firenze
26;02;7;beato Roberto Drurj, sacerdote e martire
26;02;8;santa Paola da San Giuseppe Calasanzio Montal Fornés, vergine, fondatrice delle Religiose delle Scuole Pie
26;02;9;beata Pietà della Croce Ortiz Real, fondatrice delle Suore Salesiane del Sacro Cuore di Gesù.
27;02;1;san Giuliano
27;02;2;san Besa, soldato e martire
27;02;3;sant'Onorina, vergine e martire
27;02;4;san Baldomero, suddiacono
27;02;5;santi Basilio e Procopio, monaci
27;02;6;sant'Ippolito, abate e vescovo
27;02;7;san Gregorio, monaco, dottore degli Armeni
27;02;8;san Luca, abate del monastero del Santissimo Salvatore
27;02;9;sant'Anna Line, vedova e martire, e beati Marco Barkworth, benedettino, e Ruggero Filcock, gesuita, sacerdoti e martiri
27;02;10;beato Guglielmo Richardson, sacerdote e martire
27;02;11;beata Francesca Anna dell'Addolorata Cirer Carbonell, fondatrice delle Suore della Carità
27;02;12;san Gabriele dell'Addolorata, accolito, passionista
27;02;13;beata Maria di Gesù Deluil-Martiny, fondatrice delle Figlie del Cuore di Gesù
27;02;14;beata Maria Carità dello Spirito Santo Brader, fondatrice delle Suore Francescane di Maria Immacolata.
28;02;1;santi martiri di Alessandria
28;02;2;san Romano, abate di Condat
28;02;3;sante Marana e Cira, vergini
28;02;4;beato Daniele Brottier, sacerdote spiritano
28;02;5;beato Timoteo Trojanowski, frate minore conventuale, martire ad Auschwitz.
29;02;1;sant'Ilario, papa e confessore
29;02;2;sant'Osvaldo, vescovo di Worcester
29;02;3;beata Antonia da Firenze, vedova, fondatrice e prima badessa del monastero del Corpus Domini
29;02;4;sant'Augusto Chapdelaine, sacerdote delle Missioni Estere di Parigi e martire in Cina.
01;03;1;san Felice III, papa
01;03;2;sant'Albino, vescovo di Angers
01;03;3;san David, vescovo di Saint David's
01;03;4;san Siviardo, abate
01;03;5;san Suitberto, vescovo
01;03;6;san Leone, vescovo di Bayonne e martire nei paesi Baschi
01;03;7;san Leone Luca, abate
01;03;8;san Rudesindo, vescovo, abate di Cella Nova
01;03;9;beato Cristoforo da Milano, sacerdote domenicano
01;03;10;beata Giovanna Maria Bonomo, badessa benedettina
01;03;11;sant'Agnese Cao Kuiying, martire in Cina.
02;03;1;san Troadio, martire
02;03;2;san Ceadda, vescovo di Mercia e Lindsey
02;03;3;beato Luca Casali da Nicosia, monaco
02;03;4;sant'Agnese, principessa di Boemia, fondatrice e prima badessa del monastero delle clarisse di Praga
02;03;5;beato Carlo il Buono, martire danese
02;03;6;beata Angela della Croce Guerrero González, fondatrice delle Sorelle della Compagnia della Croce.
03;03;1;santi Marino, soldato, e Asterio, senatore, martiri
03;03;2;santi Emeterio e Cheledonio, fratelli, martiri
03;03;3;santi Cleonico ed Eutropio, martiri
03;03;4;san Tiziano, vescovo di Brescia
03;03;5;san Vinvaleo, primo abate di Landévennec
03;03;6;sant'Artellaide, vergine
03;03;7;sant'Anselmo, fondatore e primo abate di Nonantola
03;03;8;santa Cunegonda, imperatrice
03;03;9;beato Federico, sacerdote premostratense
03;03;10;beato Pietro Geremia, sacerdote domenicano
03;03;11;beato Giacomino de' Canepacci, religioso carmelitano
03;03;12;beati Liberato Weiss, Samuele Marzorati e Michele Pio Fasoli, francescani, martiri
03;03;13;beato Pietro Renato Rogue, sacerdote lazzarista e martire
03;03;14;beata Eustochio Verzieri, fondatrice delle Figlie del Sacro Cuore
03;03;15;beato Innocenzo da Berzo, sacerdote cappuccino
03;03;16;santa Caterina Drexel, vergine, fondatrice delle Suore del Santissimo Sacramento.
04;03;1;san Casimiro, figlio del re di Polonia
04;03;2;santi Fozio, Archelao, Quirino e altri diciassette compagni, martiri
04;03;3;san Basino, vescovo di Treviri
04;03;4;sant'Appiano, monaco
04;03;5;san Pietro, abate di Cava e vescovo di Policastro
04;03;6;beato Umberto III, conte di Savoia
04;03;7;beati Cristoforo Bales, sacerdote, Alessandro Blake e Nicola Horner, martiri
04;03;8;beata Placida Viel, vergine, superiora delle Suore delle Scuole Cristiane della Misericordia
04;03;9;san Giovanni Antonio Farina, vescovo di Vicenza, fondatore delle Suore Maestre di Santa Dorotea, figlie dei Sacri Cuori
04;03;10;beati Miecislao Bohatkewicz, Ladislao Mackowiak e Stanislao Pyrtek, sacerdoti e martiri.
05;03;1;san Teofilo, vescovo di Cesarea di Palestina
05;03;2;san Conone, martire
05;03;3;san Lucio I, papa
05;03;4;san Foca, martire
05;03;5;sant'Adriano, martire
05;03;6;san Gerasimo, anacoreta
05;03;7;san Ciarano, vescovo di Ossory e abate
05;03;8;san Virgilio, vescovo di Arles
05;03;9;beato Cristoforo Macassoli, sacerdote francescano
05;03;10;beato Geremia da Valacchia, religioso
05;03;11;san Giovan Giuseppe della Croce, sacerdote francescano scalzo e confessore.
06;03;1;san Marciano, vescovo di Tortona e martire
06;03;2;san Vittorino, martire
06;03;3;san Quiriaco, sacerdote
06;03;4;sant'Evagrio, vescovo di Costantinopoli
06;03;5;san Giuliano, vescovo di Toledo
06;03;6;san Fridolino, abate di Säckingen
06;03;7;san Crodegango, vescovo di Metz
06;03;8;santi quarantadue martiri di Siria
06;03;9;sant'Ollegario, vescovo di Barcellona e di Tarragona
06;03;10;beata Rosa, vergine del Terz'ordine francescano
06;03;11;santa Coletta Boylet, vergine, riformatrice di molti monasteri di clarisse.
07;03;1;sante Perpetua e Felicita, martiri
07;03;2;Santi Saturo, Saturnino, Revocato e Secondino, martiri
07;03;3;sant'Eubolo, martire
07;03;4;santi Basilio, Eugenio, Agatodoro, Elpidio, Etereo, Capitone ed Efrem, vescovi di Chersoneso, martiri
07;03;5;san Paolo, il Semplice, eremita
07;03;6;san Gaudioso, vescovo di Brescia
07;03;7;sant'Ardone Smaragdo, sacerdote, monaco di Aniane
07;03;8;san Paolo, vescovo
07;03;9;transito di san Tommaso d'Aquino
07;03;10;beati Giovanni Larke e Giovanni Ireland, sacerdoti, e Germano Gardiner, martiri
07;03;11;santa Teresa Margherita Redi, vergine carmelitana
07;03;12;san Giovanni Battista Nam Chong-Sam, martire coreano
07;03;13;santi Simeone Berneux, vescovo di Capso, Giusto Ranger de Bretenières, Ludovico Beaulieu e Pietro Enrico Dorie, sacerdoti delle Missioni Estere di Parigi, martiri in Corea
07;03;14;beato Leonida Fëdorov, studita, esarca apostolico di Russia e martire.
08;03;1;san Giovanni di Dio, religioso, fondatore dei fratelli ospedalieri
08;03;2;san Ponzio, diacono di Cartagine
08;03;3;santi Apollonio e Filemone, martiri
08;03;4;san Probino, vescovo di Como
08;03;5;san Senano, abate
08;03;6;san Felice, vescovo di Dunwich
08;03;7;san Teofilatto, arcivescovo di Nicomedia
08;03;8;sant'Unfrido, vescovo di Thérouanne
08;03;9;san Litifredo, vescovo di Pavia
08;03;10;san Duthac, vescovo di Ross
08;03;11;san Veremondo, abate di Hirache
08;03;12;santo Stefano, abate
08;03;13;beato Vincenzo Kad?ubek, vescovo di Cracovia
08;03;14;beato Faustino Míguez, sacerdote scolopio, fondatore del Pio Istituto Calasanziano.
09;03;1;santa Francesca Romana, vedova, fondatrice delle Oblate di Tor de' Specchi
09;03;2;santi quaranta martiri di Sebaste
09;03;3;san Paciano, vescovo di Barcellona
09;03;4;san Vitale di Castronovo, monaco
09;03;5;san Bruno, vescovo e martire
09;03;6;santa Caterina, vergine, fondatrice e prima badessa del monastero delle clarisse del Corpus Domini a Bologna
09;03;7;san Domenico Savio, allievo salesiano
09;03;8;santi Pietro Ch'oe Hyong e Giovanni Battista Chong-Chang-Un, martiri coreani.
